roi_id,roi_name,mni_x,mni_y,mni_z,hemi,network
655,7Networks_RH_Limbic_TempPole_3,21.624606,60.886435,14.974763,RH,Limbic
656,7Networks_RH_Limbic_TempPole_4,24.872881,58.131356,18.754237,RH,Limbic
657,7Networks_RH_Limbic_TempPole_5,29.45974,58.088312,18.506494,RH,Limbic
658,7Networks_RH_Limbic_TempPole_6,34.926829,63.097561,19.853659,RH,Limbic
659,7Networks_RH_Limbic_TempPole_7,33.330986,66.211268,20.732394,RH,Limbic
660,7Networks_RH_Limbic_TempPole_8,18.908127,52.689046,20.657244,RH,Limbic
661,7Networks_RH_Limbic_TempPole_9,23.705069,50.612903,23.949309,RH,Limbic
662,7Networks_RH_Limbic_TempPole_10,29.527687,70.179153,20.65798,RH,Limbic
663,7Networks_RH_Limbic_TempPole_11,24.812,73.48,21.372,RH,Limbic
664,7Networks_RH_Limbic_TempPole_12,33.974522,56.235669,21.184713,RH,Limbic
665,7Networks_RH_Limbic_TempPole_13,24.861111,67.625,24.958333,RH,Limbic
666,7Networks_RH_Limbic_TempPole_14,34.16129,51.634409,24.354839,RH,Limbic
667,7Networks_RH_Limbic_TempPole_15,22.022857,67.251429,28.262857,RH,Limbic
668,7Networks_RH_Cont_Par_1,15.544304,40.677215,54.031646,RH,Cont
669,7Networks_RH_Cont_Par_2,23.323232,26.141414,55.222222,RH,Cont
670,7Networks_RH_Cont_Par_3,16.826733,38.19802,58.153465,RH,Cont
671,7Networks_RH_Cont_Par_4,15.314286,47.12381,61.104762,RH,Cont
672,7Networks_RH_Cont_Par_5,17.851351,43.522523,59.833333,RH,Cont
673,7Networks_RH_Cont_Par_6,19.98913,36.206522,61.978261,RH,Cont
674,7Networks_RH_Cont_Par_7,25.827869,28.795082,61.122951,RH,Cont
675,7Networks_RH_Cont_Par_8,20.466667,41.04,60.626667,RH,Cont
676,7Networks_RH_Cont_Par_9,24.013245,35.543046,60.668874,RH,Cont
677,7Networks_RH_Cont_Par_10,23.753425,40.109589,58.150685,RH,Cont
678,7Networks_RH_Cont_Par_11,26.582011,33.920635,59.539683,RH,Cont
679,7Networks_RH_Cont_Temp_1,15.366972,49.152905,23.972477,RH,Cont
680,7Networks_RH_Cont_Temp_2,15.454545,41.157025,24.983471,RH,Cont
681,7Networks_RH_Cont_Temp_3,13.183417,43.095477,30.417085,RH,Cont
682,7Networks_RH_Cont_PFCv_1,28.553398,72.300971,30.223301,RH,Cont
683,7Networks_RH_Cont_PFCv_2,28.12844,73.972477,33.055046,RH,Cont
684,7Networks_RH_Cont_PFCl_1,33.790179,83.683036,27.477679,RH,Cont
685,7Networks_RH_Cont_PFCl_2,32.141772,91.027848,28.974684,RH,Cont
686,7Networks_RH_Cont_PFCl_3,24.570281,88.389558,29.738956,RH,Cont
687,7Networks_RH_Cont_PFCl_4,29.695455,92.259091,34.172727,RH,Cont
688,7Networks_RH_Cont_PFCl_5,35.150641,95.326923,34.355769,RH,Cont
689,7Networks_RH_Cont_PFCl_6,23.620301,88.184211,34.43609,RH,Cont
690,7Networks_RH_Cont_PFCl_7,32.067039,91.24581,38.49162,RH,Cont
691,7Networks_RH_Cont_PFCl_8,24.412844,87.266055,39.266055,RH,Cont
692,7Networks_RH_Cont_PFCl_9,27.568465,91.435685,41.161826,RH,Cont
693,7Networks_RH_Cont_PFCl_10,21.882629,82.295775,40.586854,RH,Cont
694,7Networks_RH_Cont_PFCl_11,17.208835,72.26506,40.60241,RH,Cont
695,7Networks_RH_Cont_PFCl_12,18.916667,77.888889,44.438889,RH,Cont
696,7Networks_RH_Cont_PFCl_13,32.134831,90.876404,43.089888,RH,Cont
697,7Networks_RH_Cont_PFCl_14,18.9,71.8,46.625,RH,Cont
698,7Networks_RH_Cont_PFCl_15,23.665605,85.191083,44.675159,RH,Cont
699,7Networks_RH_Cont_PFCl_16,28.548523,87.329114,46.472574,RH,Cont
700,7Networks_RH_Cont_PFCl_17,22.086111,78.402778,47.736111,RH,Cont
701,7Networks_RH_Cont_PFCl_18,32.493827,90.57716,48.929012,RH,Cont
702,7Networks_RH_Cont_PFCl_19,23.463687,72.273743,49.368715,RH,Cont
703,7Networks_RH_Cont_PFCl_20,25.641221,83.358779,50.767176,RH,Cont
704,7Networks_RH_Cont_PFCl_21,19.947917,75.802083,52.395833,RH,Cont
705,7Networks_RH_Cont_PFCl_22,25.651282,68.579487,53.05641,RH,Cont
706,7Networks_RH_Cont_PFCl_23,24.7875,78.6875,55.004167,RH,Cont
707,7Networks_RH_Cont_PFCl_24,30.064706,83.464706,54.905882,RH,Cont
708,7Networks_RH_Cont_PFCl_25,23.586667,65.266667,55.966667,RH,Cont
709,7Networks_RH_Cont_PFCl_26,22.248021,71.408971,57.023747,RH,Cont
710,7Networks_RH_Cont_PFCl_27,26.28877,76.860963,59.919786,RH,Cont
711,7Networks_RH_Cont_PFCl_28,22.56051,65.853503,60.738854,RH,Cont
712,7Networks_RH_Cont_PFCl_29,25.567204,68.879032,64.443548,RH,Cont
713,7Networks_RH_Cont_PFCl_30,29.796154,70.884615,62.303846,RH,Cont
714,7Networks_RH_Cont_PFCl_31,33.133333,68.593939,62.836364,RH,Cont
715,7Networks_RH_Cont_PFCl_32,33.56129,67.425806,68.503226,RH,Cont
716,7Networks_RH_Cont_pCun_1,39.290909,29.727273,52.481818,RH,Cont
717,7Networks_RH_Cont_pCun_2,38.317536,26.151659,57.123223,RH,Cont
718,7Networks_RH_Cont_pCun_4,42.712329,28.315068,56.753425,RH,Cont
719,7Networks_RH_Cont_pCun_5,41.852459,25.229508,60.278689,RH,Cont
720,7Networks_RH_Cont_pCun_6,42.576923,30.384615,61.089744,RH,Cont
721,7Networks_RH_Cont_Cing_1,41.611111,46.597222,49.361111,RH,Cont
722,7Networks_RH_Cont_Cing_2,42.409091,64.670455,50.568182,RH,Cont
723,7Networks_RH_Cont_Cing_3,42.269231,54.201923,50.865385,RH,Cont
724,7Networks_RH_Cont_PFCmp_1,41.231111,80.462222,46.257778,RH,Cont
725,7Networks_RH_Cont_PFCmp_2,41.730539,80.365269,52.245509,RH,Cont
726,7Networks_RH_Cont_PFCmp_3,42.532258,76.877419,60.2,RH,Cont
727,7Networks_RH_Default_Par_1,19.135135,38.108108,43.743243,RH,Default
728,7Networks_RH_Default_Par_2,18.341463,40.670732,45.219512,RH,Default
729,7Networks_RH_Default_Par_3,17.06993,38.951049,47.286713,RH,Default
730,7Networks_RH_Default_Par_4,20.641469,28.861771,48.170626,RH,Default
731,7Networks_RH_Default_Par_5,20.582011,36.021164,48.640212,RH,Default
732,7Networks_RH_Default_Par_6,17.4,41.544444,49.488889,RH,Default
733,7Networks_RH_Default_Par_7,20.42953,31.671141,52.604027,RH,Default
734,7Networks_RH_Default_Par_8,16.561947,37.185841,51.176991,RH,Default
735,7Networks_RH_Default_Par_9,17.971831,34.232394,54.542254,RH,Default
736,7Networks_RH_Default_Par_10,21.150862,31.215517,58.237069,RH,Default
737,7Networks_RH_Default_Temp_1,20.606884,67.539855,19.313406,RH,Default
738,7Networks_RH_Default_Temp_2,16.236036,59.163964,22.277477,RH,Default
739,7Networks_RH_Default_Temp_3,20.108247,71.097938,25.530928,RH,Default
740,7Networks_RH_Default_Temp_4,15.141618,60.549133,27.624277,RH,Default
741,7Networks_RH_Default_Temp_5,12.793722,50.726457,27.874439,RH,Default
742,7Networks_RH_Default_Temp_6,18.480392,64.568627,28.25,RH,Default
743,7Networks_RH_Default_Temp_7,13.72619,53.928571,31.136905,RH,Default
744,7Networks_RH_Default_Temp_8,19.672897,58.579439,29.682243,RH,Default
745,7Networks_RH_Default_Temp_9,12.865801,48.25974,33.930736,RH,Default
746,7Networks_RH_Default_Temp_10,20.619048,52.97619,31.84127,RH,Default
747,7Networks_RH_Default_Temp_11,18.473684,48.982456,33.157895,RH,Default
748,7Networks_RH_Default_Temp_12,13.530612,41.693878,37.336735,RH,Default
749,7Networks_RH_Default_Temp_13,20.111111,45.474747,36.621212,RH,Default
750,7Networks_RH_Default_PFCv_1,30.347561,72.859756,26.0,RH,Default
751,7Networks_RH_Default_PFCv_2,27.50463,81.634259,29.569444,RH,Default
752,7Networks_RH_Default_PFCv_3,25.478873,75.859155,28.089202,RH,Default
753,7Networks_RH_Default_PFCv_4,21.492355,78.795107,30.608563,RH,Default
754,7Networks_RH_Default_PFCv_5,20.108108,78.908108,34.475676,RH,Default
755,7Networks_RH_Default_PFCv_6,18.247148,76.323194,38.638783,RH,Default
756,7Networks_RH_Default_PFCdPFCm_1,42.601562,82.726562,29.355469,RH,Default
757,7Networks_RH_Default_PFCdPFCm_2,41.985782,90.720379,31.018957,RH,Default
758,7Networks_RH_Default_PFCdPFCm_3,43.05618,76.88764,32.303371,RH,Default
759,7Networks_RH_Default_PFCdPFCm_4,41.133858,88.15748,34.417323,RH,Default
760,7Networks_RH_Default_PFCdPFCm_5,41.210526,96.461988,36.812865,RH,Default
761,7Networks_RH_Default_PFCdPFCm_6,41.74,82.508,35.504,RH,Default
762,7Networks_RH_Default_PFCdPFCm_7,35.44918,96.203279,41.606557,RH,Default
763,7Networks_RH_Default_PFCdPFCm_8,41.385567,91.468041,41.134021,RH,Default
764,7Networks_RH_Default_PFCdPFCm_9,40.507937,84.380952,40.84127,RH,Default
765,7Networks_RH_Default_PFCdPFCm_10,41.931507,78.068493,42.643836,RH,Default
766,7Networks_RH_Default_PFCdPFCm_11,37.285714,94.2,47.131429,RH,Default
767,7Networks_RH_Default_PFCdPFCm_12,41.291391,85.562914,47.18543,RH,Default
768,7Networks_RH_Default_PFCdPFCm_13,42.142857,72.471429,47.185714,RH,Default
769,7Networks_RH_Default_PFCdPFCm_14,42.012461,91.510903,50.604361,RH,Default
770,7Networks_RH_Default_PFCdPFCm_15,36.893204,89.355987,54.281553,RH,Default
771,7Networks_RH_Default_PFCdPFCm_16,34.279661,83.016949,53.669492,RH,Default
772,7Networks_RH_Default_PFCdPFCm_17,42.573222,85.075314,56.58159,RH,Default
773,7Networks_RH_Default_PFCdPFCm_18,39.406061,86.181818,60.212121,RH,Default
774,7Networks_RH_Default_PFCdPFCm_19,30.579208,78.069307,55.841584,RH,Default
775,7Networks_RH_Default_PFCdPFCm_20,33.333333,82.708333,59.02381,RH,Default
776,7Networks_RH_Default_PFCdPFCm_21,38.718367,80.126531,63.730612,RH,Default
777,7Networks_RH_Default_PFCdPFCm_22,33.35,74.794444,59.05,RH,Default
778,7Networks_RH_Default_PFCdPFCm_23,33.793846,74.84,65.043077,RH,Default
779,7Networks_RH_Default_PFCdPFCm_24,39.87541,72.885246,67.580328,RH,Default
780,7Networks_RH_Default_pCunPCC_1,39.068627,38.303922,39.558824,RH,Default
781,7Networks_RH_Default_pCunPCC_2,39.303279,35.786885,42.5,RH,Default
782,7Networks_RH_Default_pCunPCC_3,41.45,39.625,42.45,RH,Default
783,7Networks_RH_Default_pCunPCC_4,37.088889,33.911111,46.488889,RH,Default
784,7Networks_RH_Default_pCunPCC_5,42.425287,37.149425,44.701149,RH,Default
785,7Networks_RH_Default_pCunPCC_6,41.25,41.638889,47.0,RH,Default
786,7Networks_RH_Default_pCunPCC_7,42.782609,34.115942,47.028986,RH,Default
787,7Networks_RH_Default_pCunPCC_8,41.360656,30.639344,49.081967,RH,Default
788,7Networks_RH_Default_pCunPCC_9,41.641975,38.765432,49.234568,RH,Default
789,7Networks_RH_Default_pCunPCC_10,42.768116,42.115942,50.710145,RH,Default
790,7Networks_RH_Default_pCunPCC_11,41.918367,34.591837,49.816327,RH,Default
791,7Networks_RH_Default_pCunPCC_12,39.18,37.62,51.78,RH,Default
792,7Networks_RH_Default_pCunPCC_13,39.378378,41.216216,52.891892,RH,Default
793,7Networks_RH_Default_pCunPCC_14,43.073171,49.065041,54.325203,RH,Default
794,7Networks_RH_Default_pCunPCC_15,42.149351,44.785714,53.980519,RH,Default
795,7Networks_RH_Default_pCunPCC_16,42.930233,55.155039,54.705426,RH,Default
796,7Networks_RH_Default_pCunPCC_17,42.440299,32.089552,52.686567,RH,Default
797,7Networks_RH_Default_pCunPCC_18,39.663043,37.423913,54.913043,RH,Default
798,7Networks_RH_Default_pCunPCC_19,41.544872,33.442308,57.301282,RH,Default
799,7Networks_RH_Default_pCunPCC_20,41.525,38.325,58.491667,RH,Default
800,7Networks_RH_Cont_pCun_3,41.4625,40.9875,56.3875,RH,Cont
801,HIP-head-m-rh,34.684615,56.230769,26.184615,,
802,HIP-head-l-rh,30.111111,55.583333,25.819444,,
803,HIP-body-rh,29.929293,49.212121,30.626263,,
804,HIP-tail-rh,32.773585,44.160377,35.471698,,
805,THA-VPm-rh,40.238636,50.943182,36.897727,,
806,THA-VPl-rh,36.214286,52.336735,37.846939,,
807,THA-VAi-rh,41.16568,57.313609,37.659763,,
808,THA-VAs-rh,40.119469,58.420354,42.09292,,
809,THA-DAm-rh,40.151163,50.877907,41.569767,,
810,THA-DAl-rh,36.674242,53.166667,42.477273,,
811,PUT-VA-rh,33.830097,68.737864,33.349515,,
812,PUT-DA-rh,32.048309,66.21256,36.516908,,
813,PUT-VP-rh,29.632653,57.387755,35.926531,,
814,PUT-DP-rh,31.333333,61.858333,39.466667,,
815,CAU-VA-rh,39.710744,68.61157,38.429752,,
816,CAU-DA-rh,37.175758,71.581818,39.963636,,
817,CAU-body-rh,37.859813,65.738318,43.626168,,
818,CAU-tail-rh,37.095238,61.690476,45.833333,,
819,lAMY-rh,31.2,62.03125,25.25625,,
820,mAMY-rh,34.363158,60.363158,27.857895,,
821,THA-DP-rh,36.537313,47.567164,37.412935,,
822,NAc-shell-rh,39.422414,68.474138,32.594828,,
823,NAc-core-rh,37.611111,72.277778,34.544444,,
824,pGP-rh,33.466667,58.866667,35.177778,,
825,aGP-rh,36.166667,62.944444,35.12963,,
826,HIP-head-m-lh,54.315385,56.230769,26.184615,,
827,HIP-head-l-lh,58.888889,55.583333,25.819444,,
828,HIP-body-lh,59.070707,49.212121,30.626263,,
829,HIP-tail-lh,56.226415,44.160377,35.471698,,
830,THA-VPm-lh,48.761364,50.943182,36.897727,,
831,THA-VPl-lh,52.785714,52.336735,37.846939,,
832,THA-VAi-lh,47.83432,57.313609,37.659763,,
833,THA-VAs-lh,48.880531,58.420354,42.09292,,
834,THA-DAm-lh,48.848837,50.877907,41.569767,,
835,THA-DAl-lh,52.325758,53.166667,42.477273,,
836,PUT-VA-lh,55.169903,68.737864,33.349515,,
837,PUT-DA-lh,56.951691,66.21256,36.516908,,
838,PUT-VP-lh,59.367347,57.387755,35.926531,,
839,PUT-DP-lh,57.666667,61.858333,39.466667,,
840,CAU-VA-lh,49.289256,68.61157,38.429752,,
841,CAU-DA-lh,51.824242,71.581818,39.963636,,
842,CAU-body-lh,51.140187,65.738318,43.626168,,
843,CAU-tail-lh,51.904762,61.690476,45.833333,,
844,lAMY-lh,57.8,62.03125,25.25625,,
845,mAMY-lh,54.636842,60.363158,27.857895,,
846,THA-DP-lh,52.462687,47.567164,37.412935,,
847,NAc-shell-lh,49.577586,68.474138,32.594828,,
848,NAc-core-lh,51.388889,72.277778,34.544444,,
849,pGP-lh,55.533333,58.866667,35.177778,,
850,aGP-lh,52.833333,62.944444,35.12963,,
