rank,roi_id,roi_name,hemi_name,hemi_mni,hemi_ref,ipsi_contra,node_energy,hemi_mismatch,mni_x,mni_y,mni_z
20,117,7Networks_LH_SomMot_50,LH,RH,RH,contra,0.5022148088366603,True,46.990991,52.918919,66.414414
21,325,7Networks_LH_Default_Par_6,LH,RH,RH,contra,0.4727145105404783,True,70.404959,36.0,48.603306
22,106,7Networks_LH_SomMot_39,LH,RH,RH,contra,0.4265970626465483,True,47.73822,54.91623,60.926702
23,491,7Networks_RH_SomMot_24,RH,RH,RH,contra,0.4211817485371955,False,14.941176,62.535294,41.470588
24,260,7Networks_LH_Cont_Par_2,LH,RH,RH,contra,0.4107445013020392,True,71.672026,37.990354,57.848875
25,389,7Networks_LH_Default_pCunPCC_17,LH,RH,RH,contra,0.3246864499693547,True,46.184971,55.104046,54.0
26,798,7Networks_RH_Default_pCunPCC_19,RH,RH,RH,contra,0.3015022824210558,False,41.544872,33.442308,57.301282
27,172,7Networks_LH_DorsAttn_Post_30,LH,RH,RH,contra,0.2999037269009728,True,59.613861,32.683168,67.366337
28,801,HIP-head-m-rh,,RH,RH,contra,0.2887266650445383,False,34.684615,56.230769,26.184615
29,496,7Networks_RH_SomMot_29,RH,RH,RH,contra,0.28446582392842,False,12.123596,59.94382,48.516854
30,155,7Networks_LH_DorsAttn_Post_13,LH,RH,RH,contra,0.2555519701714085,True,72.541935,45.812903,59.503226
31,790,7Networks_RH_Default_pCunPCC_11,RH,RH,RH,contra,0.2517400152712011,False,41.918367,34.591837,49.816327
32,469,7Networks_RH_SomMot_2,RH,RH,RH,contra,0.2433381336405045,False,14.701613,61.524194,33.056452
33,763,7Networks_RH_Default_PFCdPFCm_8,RH,RH,RH,contra,0.199419087523604,False,41.385567,91.468041,41.134021
34,50,7Networks_LH_Vis_50,LH,RH,RH,contra,0.198851513309597,True,45.59596,23.080808,42.494949
35,664,7Networks_RH_Limbic_TempPole_12,RH,RH,RH,contra,0.1383539066869759,False,33.974522,56.235669,21.184713
36,320,7Networks_LH_Default_Par_1,LH,RH,RH,contra,0.1377759077287445,True,68.745763,32.822034,45.110169
37,144,7Networks_LH_DorsAttn_Post_2,LH,RH,RH,contra,0.1228935469870791,True,68.148936,32.265957,32.308511
38,148,7Networks_LH_DorsAttn_Post_6,LH,RH,RH,contra,0.1181647019826642,True,68.974026,31.800866,41.822511
39,399,7Networks_LH_Default_pCunPCC_27,LH,RH,RH,contra,0.1087167195348886,True,47.5,34.0625,60.671875
40,688,7Networks_RH_Cont_PFCl_5,RH,RH,RH,contra,0.1069820453299074,False,35.150641,95.326923,34.355769
41,762,7Networks_RH_Default_PFCdPFCm_7,RH,RH,RH,contra,0.1060578256732975,False,35.44918,96.203279,41.606557
42,330,7Networks_LH_Default_Par_11,LH,RH,RH,contra,0.0944680718643505,True,64.107143,25.678571,57.833333
43,174,7Networks_LH_DorsAttn_Post_32,LH,RH,RH,contra,0.0850205157047561,True,50.1,31.672727,65.745455
44,495,7Networks_RH_SomMot_28,RH,RH,RH,contra,0.0798096402234649,False,13.694737,62.284211,44.873684
45,397,7Networks_LH_Default_pCunPCC_25,LH,RH,RH,contra,0.0713608870859668,True,47.409091,33.727273,57.477273
46,499,7Networks_RH_SomMot_32,RH,RH,RH,contra,0.0658207939618763,False,14.212766,59.170213,54.978723
47,175,7Networks_LH_DorsAttn_Post_33,LH,RH,RH,contra,0.0572192849191195,True,55.526882,32.473118,67.408602
48,687,7Networks_RH_Cont_PFCl_4,RH,RH,RH,contra,0.0291708282023771,False,29.695455,92.259091,34.172727
49,150,7Networks_LH_DorsAttn_Post_8,LH,RH,RH,contra,0.02216382453692,True,64.138889,21.920139,52.225694
50,783,7Networks_RH_Default_pCunPCC_4,RH,RH,RH,contra,0.0030436611602023,False,37.088889,33.911111,46.488889
